scrape_id,store,product_name,current_price,original_price,currency,brand,product_type,category,subcategory,weight_value,weight_unit,product_url,availability,search_term_ar,scraped_at,discount
65,Seoudi Supermarket,Mazzetti Organic Apple Vinegar,364.95,,EGP,"Mazzetti ",Other Oil,Oil,Other Oil,500.0,ml,https://seoudisupermarket.com/en/mazzetti-organic-apple-vinegar-500-ml,In Stock,,2026-09-14 18:21:31.552371
66,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil,239.95,273.45,EGP,Wadi Food,Olive Oil,Oil,Olive Oil,250.0,ml,https://seoudisupermarket.com/en/%D9%88%D8%A7%D8%AF%D9%89-%D9%81%D9%88%D8%AF-%D8%B2%D9%8A%D8%AA-%D8%B2%D9%8A%D8%AA%D9%88%D9%86-%D9%85%D9%85%D8%AA%D8%A7%D8%B2250%D9%85%D9%84-6223000190623,In Stock,,2026-09-14 18:21:31.553371,12.0
67,Seoudi Supermarket,Helwa Cooking Oil,366.5,,EGP,Helwa,Cooking Oil,Oil,Cooking Oil,4.5,L,https://seoudisupermarket.com/en/helwa-cooking-oil-4-5-liter,In Stock,,2026-09-14 18:21:31.554370
68,Seoudi Supermarket,Crystal Corn Oil,134.25,,EGP,Crystal,Corn Oil,Oil,Corn Oil,1.0,L,https://seoudisupermarket.com/en/crystal-corn-oil-1-liter,In Stock,,2026-09-14 18:21:31.555367
69,Seoudi Supermarket,Sunny Mixed Oil for Cooking & Frying,399.95,,EGP,Sunny,Mixed Oil,Oil,Mixed Oil,4.4,L,https://seoudisupermarket.com/en/sunny-sunflower-oil-4-4-liter,In Stock,,2026-09-14 18:21:31.556366
70,Seoudi Supermarket,Afia Sunflower Oil,237.25,,EGP,Afia,Sunflower Oil,Oil,Sunflower Oil,2.2,L,https://seoudisupermarket.com/en/afia-sunflower-oil-2-2-liter,In Stock,,2026-09-14 18:21:31.556366
71,Seoudi Supermarket,Helwa Cooking Oil,178.45,181.25,EGP,Helwa,Cooking Oil,Oil,Cooking Oil,2.25,L,https://seoudisupermarket.com/en/helwa-cooking-oil-2-25-liter,In Stock,,2026-09-14 18:21:31.557366,2.0
72,Seoudi Supermarket,Qaleya Cooking Oil,366.75,,EGP,Qaleya,Cooking Oil,Oil,Cooking Oil,4.5,L,https://seoudisupermarket.com/en/qaleya-cooking-oil-4-5-liter,In Stock,,2026-09-14 18:21:31.558366
73,Seoudi Supermarket,Wadi Food Vergin Olive Oil,224.95,253.95,EGP,Wadi Food,Olive Oil,Oil,Olive Oil,250.0,ml,https://seoudisupermarket.com/en/wadi-food-vergin-olive-oil-250-ml,In Stock,,2026-09-14 18:21:31.559366,11.0
74,Seoudi Supermarket,El Momtaz Mixed Oil for Cooking & Frying,83.95,,EGP,El Momtaz,Mixed Oil,Oil,Mixed Oil,1.0,L,https://seoudisupermarket.com/en/el-momtaz-cooking-oil-1-liter,In Stock,,2026-09-14 18:21:31.559366
