scrape_id,store,product_name,current_price,original_price,currency,brand,product_type,category,subcategory,weight_value,weight_unit,product_url,availability,search_term_ar,scraped_at,discount
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Al Walimah Indian Mazza Basmati Rice,165.75,,EGP,Al Walimah,Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/walema-basmati-rice-1-kg,In Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,"Abu Kass White Basmati Rice, Punjabi Amber",684.95,,EGP,Abu Kass,Basmati Rice,Rice,Basmati Rice,5,kg,https://seoudisupermarket.com/en/abu-kass-white-basmati-rice-punjabi-amber-5-kg,In Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,"Al Doha Rice with Vermicilli, Easy Rice Edition",28.95,,EGP,Al Doha,Other Rice,Rice,Regular Rice,320,g,https://seoudisupermarket.com/en/al-doha-rice-with-vermicelli-320-g,In Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Shahy Egyptian Rice,177.75,199.95,EGP,Shahy,Egyptian Rice,Rice,Egyptian Rice,5,kg,https://seoudisupermarket.com/en/shahy-egyptian-rice-5-kg,In Stock,,2026-09-14 18:09:13,11.0
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Kohinoor Golden Basmati Rice,174.95,,EGP,Kohinoor,Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/kohinoor-golden-basmati-rice-1-kg,In Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Al Sakr Rice,149.95,169.95,EGP,Al Sakr,Other Rice,Rice,Regular Rice,5,kg,https://seoudisupermarket.com/en/al-sakr-rice-5-kg,In Stock,,2026-09-14 18:09:13,12.0
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,"Abu Kass White Basmati Rice, Punjabi Amber",277.75,,EGP,Abu Kass,Basmati Rice,Rice,Basmati Rice,2,kg,https://seoudisupermarket.com/en/abu-kass-white-basmati-rice-punjabi-amber-2-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,507 Gold Indian Basmati Rice,144.95,,EGP,507 Gold,Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/507-gold-indian-basmati-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Tilda Grand Basmati Rice,179.95,,EGP,Tilda,Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/tilda-grand-basmati-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Altahya Basmati Rice,189.95,,EGP,"Altahya ",Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/altahya-basmati-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,AlHamd Egyptian Rice,30.95,,EGP,AlHamd,Egyptian Rice,Rice,Egyptian Rice,1,kg,https://seoudisupermarket.com/en/alhamd-egyptian-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Tilda Basmati Rice,179.95,,EGP,"Tilda ",Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/tilda-basmati-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Abu Kas Basmati Rice,334.95,,EGP,Abu Kas,Basmati Rice,Rice,Basmati Rice,2,kg,https://seoudisupermarket.com/en/abu-kas-basmati-rice-2-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Risovi Black Rice,599.95,,EGP,"Risovi ",Black Rice,Rice,Specialty Rice,1,kg,https://seoudisupermarket.com/en/risovi-black-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
