scrape_id,store,product_name,current_price,original_price,currency,brand,product_type,category,subcategory,weight_value,weight_unit,product_url,availability,search_term_ar,scraped_at,discount
33,Seoudi Supermarket,Al Doha Penne Rigate Pasta,22.95,27.45,EGP,Al Doha,Penne,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/al-doha-penne-rigate-pasta-400-g,In Stock,,2026-09-14 18:35:22.967692,16.0
34,Seoudi Supermarket,Al Doha Elbows Pasta,22.95,27.45,EGP,Al Doha,Elbows,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/al-doha-elbows-pasta-400-g,In Stock,,2026-09-14 18:35:22.968692,16.0
35,Seoudi Supermarket,Al Doha Spaghetti Pasta,22.95,27.45,EGP,Al Doha,Spaghetti,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/al-doha-spaghetti-pasta-400-g,In Stock,,2026-09-14 18:35:22.969694,16.0
36,Seoudi Supermarket,Al Doha Vermicelli,22.95,27.45,EGP,Al Doha,Vermicelli,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/al-doha-vermicelli-400-g,In Stock,,2026-09-14 18:35:22.970691,16.0
37,Seoudi Supermarket,Al Doha Risoni,22.95,27.45,EGP,Al Doha,Risoni,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/al-doha-risoni-400-g,In Stock,,2026-09-14 18:35:22.971692,16.0
38,Seoudi Supermarket,Italiano Spaghetti Pasta,27.0,,EGP,Italiano,Spaghetti,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-spaghetti-pasta-400-g,In Stock,,2026-09-14 18:35:22.972692
39,Seoudi Supermarket,Italiano Penne Pasta,27.0,,EGP,Italiano,Penne,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-penne-pasta-400-g,In Stock,,2026-09-14 18:35:22.974691
40,Seoudi Supermarket,Italiano Risoni,27.0,,EGP,Italiano,Risoni,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-risoni-400-g,In Stock,,2026-09-14 18:35:22.975694
41,Seoudi Supermarket,Italiano Fettuccini Pasta,27.0,,EGP,Italiano,Fettuccine,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-fettuccini-pasta-400-g,In Stock,,2026-09-14 18:35:22.977692
42,Seoudi Supermarket,Italiano Ziti Pasta,27.0,,EGP,Italiano,Ziti,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-ziti-pasta-400-g,In Stock,,2026-09-14 18:35:22.978691
43,Seoudi Supermarket,Italiano Shells Pasta,27.0,,EGP,Italiano,Shells,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-shells-pasta-400-g,In Stock,,2026-09-14 18:35:22.979693
44,Seoudi Supermarket,Italiano Fusilli Pasta,27.0,,EGP,Italiano,Fusilli,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-fusilli-pasta-400-g,In Stock,,2026-09-14 18:35:22.980692
45,Seoudi Supermarket,Italiano Big Rings Pasta,27.0,,EGP,Italiano,Rings,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-big-rings-pasta-400-g,In Stock,,2026-09-14 18:35:22.982691
46,Seoudi Supermarket,Italiano Vermicelli,27.0,,EGP,Italiano,Vermicelli,Pasta,Regular Pasta,400,g,https://seoudisupermarket.com/en/italiano-vermicelli-400-g,In Stock,,2026-09-14 18:35:22.983694
