scrape_id,store,product_name,current_price,original_price,currency,brand,product_type,category,subcategory,weight_value,weight_unit,product_url,availability,search_term_ar,scraped_at,discount
1,Seoudi Supermarket,Dutch Light Gouda Cheese,106.88,,EGP,,Cheese,Cheese & Labneh,Gouda,0.125,Kg,https://seoudisupermarket.com/en/dutch-light-gouda-cheese,In Stock,,2026-09-14 18:45:46.491557
2,Seoudi Supermarket,Goat Gouda Cheese Roquefort,218.63,,EGP,,Cheese,Cheese & Labneh,Gouda,0.125,Kg,https://seoudisupermarket.com/en/goat-gouda-cheese-roquefort,In Stock,,2026-09-14 18:45:46.496555
3,Seoudi Supermarket,Dodoni Halloumi Cheese with Basil,250,,EGP,Dodoni,Cheese,Cheese & Labneh,Halloumi,225.0,g,https://seoudisupermarket.com/en/dodoni-halloumi-cheese-with-basil-225-g,In Stock,,2026-09-14 18:45:46.496555
4,Seoudi Supermarket,Dodoni Halloumi Cheese with Chili Pepper,250,,EGP,Dodoni,Cheese,Cheese & Labneh,Halloumi,225.0,g,https://seoudisupermarket.com/en/dodoni-halloumi-cheese-with-chili-pepper-225-g,In Stock,,2026-09-14 18:45:46.497555
5,Seoudi Supermarket,Almarai Feta Cheese,92.95,,EGP,Almarai,Cheese,Cheese & Labneh,Feta,1.0,kg,https://seoudisupermarket.com/en/%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%B9%D9%89-%D8%AC%D8%A8%D9%86%D8%A9-%D9%81%D9%8A%D8%AA%D8%A7-1-%D9%83%D8%AC%D9%85,In Stock,,2026-09-14 18:45:46.498555
6,Seoudi Supermarket,Yopolis Istanbuli Cheese Free from Vegetable Oils,114.75,135,EGP,Yopolis,Cheese,Cheese & Labneh,Istanbuli,450.0,g,https://seoudisupermarket.com/en/yopolis-istanbuli-cheese-free-from-vegetable-oils-450-g,In Stock,,2026-09-14 18:45:46.499555,15
7,Seoudi Supermarket,Yopolis Baramili Cheese Free from Vegetable Oils,114.75,135,EGP,Yopolis,Cheese,Cheese & Labneh,Baramili,450.0,g,https://seoudisupermarket.com/en/yopolis-baramili-cheese-free-from-vegetable-oils-450-g,In Stock,,2026-09-14 18:45:46.500557,15
8,Seoudi Supermarket,Yopolis Double Cream Cheese Free from Vegetable Oils,125,150,EGP,Yopolis,Cheese,Cheese & Labneh,Cream Cheese,450.0,g,https://seoudisupermarket.com/en/yopolis-double-cream-cheese-free-from-vegetable-oils-450-g,In Stock,,2026-09-14 18:45:46.501556,17
9,Seoudi Supermarket,Yopolis Feta Cheese Free from Vegetable Oils,114.75,135,EGP,Yopolis,Cheese,Cheese & Labneh,Feta,450.0,g,https://seoudisupermarket.com/en/yopolis-feta-cheese-free-from-vegetable-oils-450-g,In Stock,,2026-09-14 18:45:46.502556,15
10,Seoudi Supermarket,Domty Burger Flavored Cheddar Cheese Sauce,72.95,83.95,EGP,Domty,Cheese,Cheese & Labneh,,250.0,g,https://seoudisupermarket.com/en/domty-burger-flavored-cheddar-cheese-sauce-250-g,In Stock,,2026-09-14 18:45:46.503557,13
11,Seoudi Supermarket,Domty Smoked Cheddar Cheese Sauce,72.95,83.95,EGP,Domty,Cheese,Cheese & Labneh,,250.0,g,https://seoudisupermarket.com/en/domty-smoked-cheddar-cheese-sauce-250-g,In Stock,,2026-09-14 18:45:46.503557,13
12,Seoudi Supermarket,Valley Cheddar Cheese Slices,135,,EGP,Valley,Cheese,Cheese & Labneh,,10,Pieces,https://seoudisupermarket.com/en/%D9%81%D8%A7%D9%84%D9%89-%D8%AC%D8%A8%D9%86%D8%A9-%D8%B4%D9%8A%D8%AF%D8%B1%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD10%D9%82,In Stock,,2026-09-14 18:45:46.504557
13,Seoudi Supermarket,Blue River Cheddar Cheese with Pepper Slices,153,,EGP,Blue River,Cheese,Cheese & Labneh,,10,Pieces,https://seoudisupermarket.com/en/%D8%A8%D9%84%D9%88-%D8%B1%D9%8A%D9%81%D8%B1%D8%AC%D8%A8%D9%86%D8%A9-%D8%B4%D9%8A%D8%AF%D8%B1%D9%81%D9%84%D9%81%D9%84-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD10%D9%82,In Stock,,2026-09-14 18:45:46.505559
14,Seoudi Supermarket,Blue River Smoked Cheddar Cheese Slices,153,,EGP,Blue River,Cheese,Cheese & Labneh,,10,Pieces,https://seoudisupermarket.com/en/%D8%A8%D9%84%D9%88-%D8%B1%D9%8A%D9%81%D8%B1%D8%AC%D8%A8%D9%86%D8%A9-%D8%B4%D9%8A%D8%AF%D8%B1%D9%85%D8%AF%D8%AE%D9%86-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD10%D9%82,In Stock,,2026-09-14 18:45:46.506560
15,Seoudi Supermarket,Almarai Creamy Cheese,205,,EGP,Almarai,Cheese,Cheese & Labneh,Creamy Cheese,500.0,g,https://seoudisupermarket.com/en/almarai-creamy-cheese-500-g,In Stock,,2026-09-14 18:45:46.506560
16,Seoudi Supermarket,Almarai Triangle Cheese,104.95,120,EGP,Almarai,Cheese,Cheese & Labneh,Triangle Cheese,24,Pieces,https://seoudisupermarket.com/en/almarai-triangle-cheese-24-pieces,In Stock,,2026-09-14 18:45:46.507556,13
17,Seoudi Supermarket,Almarai Triangle Cheese,72.95,80,EGP,Almarai,Cheese,Cheese & Labneh,Triangle Cheese,16,Pieces,https://seoudisupermarket.com/en/almarai-triangle-cheese-16-pieces,In Stock,,2026-09-14 18:45:46.508556,9
18,Seoudi Supermarket,Almarai Triangle Cheese,38.95,50,EGP,Almarai,Cheese,Cheese & Labneh,Triangle Cheese,8,Pieces,https://seoudisupermarket.com/en/almarai-triangle-cheese-8-pieces,In Stock,,2026-09-14 18:45:46.509557,22
19,Seoudi Supermarket,Obour Land Gold Feta Cheese,43.25,51.25,EGP,Obour Land,Cheese,Cheese & Labneh,Feta,250.0,g,https://seoudisupermarket.com/en/obour-land-gold-feta-cheese-250-g,In Stock,,2026-09-14 18:45:46.509557,16
20,Seoudi Supermarket,Panda Gourmet Feta Cheese,42.95,,EGP,Panda,Cheese,Cheese & Labneh,Feta,250.0,g,https://seoudisupermarket.com/en/panda-gourmet-feta-cheese-250-g,In Stock,,2026-09-14 18:45:46.510557
21,Seoudi Supermarket,Juhayna Labneh with Tomato and Basil,199.95,,EGP,Juhayna,Labneh,Cheese & Labneh,Labneh,500.0,g,https://seoudisupermarket.com/en/juhayna-labneh-with-tomato-and-basil-500-g,In Stock,,2026-09-14 18:45:46.511556
22,Seoudi Supermarket,Juhayna Labneh with Tomato and Basil,120,,EGP,Juhayna,Labneh,Cheese & Labneh,Labneh,250.0,g,https://seoudisupermarket.com/en/juhayna-labneh-with-tomato-and-basil-250-g,In Stock,,2026-09-14 18:45:46.512556
23,Seoudi Supermarket,Juhayna Labneh with Olive Oil and Thyme,199.95,,EGP,Juhayna,Labneh,Cheese & Labneh,Labneh,500.0,g,https://seoudisupermarket.com/en/juhayna-labneh-with-olive-oil-and-thyme-500-g,In Stock,,2026-09-14 18:45:46.512556
24,Seoudi Supermarket,Juhayna Labneh with Olive Oil and Thyme,120,,EGP,Juhayna,Labneh,Cheese & Labneh,Labneh,250.0,g,https://seoudisupermarket.com/en/juhayna-labneh-with-olive-oil-and-thyme-250-g,In Stock,,2026-09-14 18:45:46.513557
25,Seoudi Supermarket,Almarai Feta Cheese with Edam Flavor,25.95,,EGP,Almarai,Cheese,Cheese & Labneh,Edam,250.0,g,https://seoudisupermarket.com/en/almarai-feta-cheese-with-edam-flavor-250-g,In Stock,,2026-09-14 18:45:46.514562
26,Seoudi Supermarket,Yopolis Creamy Cheese with Onion,88,98,EGP,Yopolis,Cheese,Cheese & Labneh,Creamy Cheese,225.0,g,https://seoudisupermarket.com/en/yopolis-creamy-cheese-with-onion-225-g,In Stock,,2026-09-14 18:45:46.515557,10
27,Seoudi Supermarket,Yopolis Creamy Cheese with Tomato,88,98,EGP,Yopolis,Cheese,Cheese & Labneh,Creamy Cheese,225.0,g,https://seoudisupermarket.com/en/yopolis-creamy-cheese-with-tomato-225-g,In Stock,,2026-09-14 18:45:46.516556,10
28,Seoudi Supermarket,Gurbet Roquefort Cheese,120,,EGP,Gurbet,Cheese,Cheese & Labneh,Roquefort,100.0,g,https://seoudisupermarket.com/en/gurbet-roquefort-cheese-100-g,In Stock,,2026-09-14 18:45:46.517555
29,Seoudi Supermarket,Old Roumy Cheese,39.38,,EGP,,Cheese,Cheese & Labneh,Roumy,0.125,Kg,https://seoudisupermarket.com/en/old-roumy-cheese,In Stock,,2026-09-14 18:45:46.518554
30,Seoudi Supermarket,Natural Yellow Cheddar Cheese,49.38,,EGP,,Cheese,Cheese & Labneh,,0.125,Kg,https://seoudisupermarket.com/en/yellow-cheddar-cheese,In Stock,,2026-09-14 18:45:46.518554
31,Seoudi Supermarket,Dutch Gouda Cheese,63.13,,EGP,,Cheese,Cheese & Labneh,Gouda,0.125,Kg,https://seoudisupermarket.com/en/dutch-gouda-cheese,In Stock,,2026-09-14 18:45:46.519554
32,Seoudi Supermarket,Dutch Edam Cheese,71.13,,EGP,,Cheese,Cheese & Labneh,Edam,0.125,Kg,https://seoudisupermarket.com/en/%D8%AC%D8%A8%D9%86%D8%A9-%D9%81%D9%84%D9%85%D9%86%D9%83-%D9%87%D9%88%D9%84%D9%86%D8%AF%D9%89-%D9%88%D8%B2%D9%86-2005459000000,In Stock,,2026-09-14 18:45:46.520555
33,Seoudi Supermarket,King Cheese Natural Mozzarella,215,280,EGP,King Cheese,Cheese,Cheese & Labneh,Mozzarella,1.0,kg,https://seoudisupermarket.com/en/king-cheese-natural-mozzarella-1-kg,In Stock,,2026-09-14 18:45:46.521555,23
34,Seoudi Supermarket,Kiri Turkish Labneh with Thyme,139.95,180,EGP,Kiri,Labneh,Cheese & Labneh,Labneh,300.0,g,https://seoudisupermarket.com/en/kiri-turkish-labneh-with-thyme-300-g,In Stock,,2026-09-14 18:45:46.521555,22
35,Seoudi Supermarket,Kiri Turkish Labneh,139.95,180,EGP,Kiri,Labneh,Cheese & Labneh,Labneh,300.0,g,https://seoudisupermarket.com/en/kiri-turkish-labneh-300-g,In Stock,,2026-09-14 18:45:46.522555,22
36,Seoudi Supermarket,Kiri Turkish Labneh,71.95,92,EGP,Kiri,Labneh,Cheese & Labneh,Labneh,150.0,g,https://seoudisupermarket.com/en/kiri-turkish-labneh-150-g,In Stock,,2026-09-14 18:45:46.523554,22
37,Seoudi Supermarket,Seoudi Cottage Cheese,65,,EGP,Seoudi,Cheese,Cheese & Labneh,Cottage Cheese,0.5,Kg,https://seoudisupermarket.com/en/seoudi-cottage-cheese,In Stock,,2026-09-14 18:45:46.523554
38,Seoudi Supermarket,Obour Land Natural Feta Cheese,94,,EGP,Obour Land,Cheese,Cheese & Labneh,Feta,500.0,g,https://seoudisupermarket.com/en/obour-land-natural-feta-cheese-500-g,In Stock,,2026-09-14 18:45:46.524554
39,Seoudi Supermarket,Dina Farms Triangle Cheese,89.95,,EGP,Dina Farms,Cheese,Cheese & Labneh,Triangle Cheese,16,Pieces,https://seoudisupermarket.com/en/dina-farms-triangle-cheese-16-pieces,In Stock,,2026-09-14 18:45:46.525555
40,Seoudi Supermarket,Virgilio Parmigiano Reggiano,400,,EGP,Virgilio,cheese,Cheese & Labneh,Parmesan,200.0,g,https://seoudisupermarket.com/en/virgilio-parmigiano-reggiano-200g,In Stock,,2026-09-14 18:45:46.525555
41,Seoudi Supermarket,Almarai Baramily Cheese,115.5,126.5,EGP,Almarai,cheese,Cheese & Labneh,Baramili,450.0,g,https://seoudisupermarket.com/en/almarai-baramily-cheese-450-g,In Stock,,2026-09-14 18:45:46.526554,9
42,Seoudi Supermarket,Almarai Feta Cheese with Roumy Flavor,12.25,,EGP,Almarai,Cheese,Cheese & Labneh,Feta,125.0,g,https://seoudisupermarket.com/en/%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%B9%D9%89-%D8%AC%D8%A8%D9%86%D8%A9-%D9%81%D9%8A%D8%AA%D8%A7-%D8%B1%D9%88%D9%85%D9%89-125%D8%AC%D9%85,In Stock,,2026-09-14 18:45:46.527554
43,Seoudi Supermarket,Almarai Feta Cheese,12.25,,EGP,Almarai,Cheese,Cheese & Labneh,Feta,125.0,g,https://seoudisupermarket.com/en/%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%B9%D9%89-%D8%AC%D8%A8%D9%86%D8%A9-%D9%81%D9%8A%D8%AA%D8%A7-125%D8%AC%D9%85,In Stock,,2026-09-14 18:45:46.527554
44,Seoudi Supermarket,Red Cheddar Cheese,52.5,,EGP,,Cheese,Cheese & Labneh,,0.125,Kg,https://seoudisupermarket.com/en/red-cheddar-cheese,In Stock,,2026-09-14 18:45:46.528555
45,Seoudi Supermarket,Deer White Cheddar Light Cheese,83.74,,EGP,Deer,Cheese,Cheese & Labneh,,0.125,Kg,https://seoudisupermarket.com/en/deer-white-cheddar-light-cheese,Out of Stock,,2026-09-14 18:45:46.529556
46,Seoudi Supermarket,Istanbouli Cheese,89,,EGP,,Cheese,Cheese & Labneh,Istanbuli,0.5,Kg,https://seoudisupermarket.com/en/istanbouli-cheese,In Stock,,2026-09-14 18:45:46.529556
47,Seoudi Supermarket,Avanti Red Cheddar Cheese,42.73,47.49,EGP,Avanti,Cheese,Cheese & Labneh,,0.125,Kg,https://seoudisupermarket.com/en/avanti-red-cheddar-cheese,In Stock,,2026-09-14 18:45:46.530554,10
48,Seoudi Supermarket,Cremo Creamy Cheese Spread,61.88,,EGP,Cremo,Cheese,Cheese & Labneh,Creamy Cheese,0.125,Kg,https://seoudisupermarket.com/en/creamy-cheese-spread,In Stock,,2026-09-14 18:45:46.531555
49,Seoudi Supermarket,Almarai Cream Cheese,229.95,250,EGP,Almarai,Cheese,Cheese & Labneh,Cream Cheese,24,Pieces,https://seoudisupermarket.com/en/almarai-cream-cheese-24-pieces,In Stock,,2026-09-14 18:45:46.532556,8
50,Seoudi Supermarket,Yopolis Labneh with Thyme,93.5,,EGP,Yopolis,Labneh,Cheese & Labneh,Labneh,225.0,g,https://seoudisupermarket.com/en/yopolis-labneh-with-thyme-225-g,In Stock,,2026-09-14 18:45:46.533554
51,Seoudi Supermarket,Cottage Cheese,60,,EGP,,Cheese,Cheese & Labneh,Cottage Cheese,0.5,Kg,https://seoudisupermarket.com/en/cottage-cheese,In Stock,,2026-09-14 18:45:55.432200
52,Seoudi Supermarket,Blue River Cheddar Cheese Slices,153,,EGP,Blue River,Cheese,Cheese & Labneh,,12,Pieces,https://seoudisupermarket.com/en/blue-river-cheddar-cheese-slices-12-pieces,In Stock,,2026-09-14 18:45:55.433198
53,Seoudi Supermarket,Almarai Feta Cheese with Olives,51.5,,EGP,Almarai,Cheese,Cheese & Labneh,Feta,500.0,g,https://seoudisupermarket.com/en/almarai-feta-cheese-with-olives-500-g,In Stock,,2026-09-14 18:45:55.435200
54,Seoudi Supermarket,Almarai Feta Cheese with Olives,25.95,,EGP,Almarai,Cheese,Cheese & Labneh,Feta,250.0,g,https://seoudisupermarket.com/en/almarai-feta-cheese-with-olives-250-g,In Stock,,2026-09-14 18:45:55.436199
55,Seoudi Supermarket,Dodoni Greek Feta Cheese,635,,EGP,Dodoni,Cheese,Cheese & Labneh,Feta,400.0,g,https://seoudisupermarket.com/en/dodoni-greek-feta-cheese-400-g,In Stock,,2026-09-14 18:45:55.437199
