scrape_id,store,product_name,brand,current_price,original_price,currency,product_type,category,subcategory,weight_value,weight_unit,discount,product_url,availability,scraped_at
323,Seoudi Supermarket,Kiri Creamy Labneh,Kiri,77.95,90,EGP,Labneh,Cheese & Labneh,Labneh,150,g,13,https://seoudisupermarket.com/en/kiri-creamy-labneh-150-gm,In Stock,9/14/2026 18:46
324,Seoudi Supermarket,Abu El-Walad Triangle Cheese,Abu El-Walad,35,,EGP,Cheese,Cheese & Labneh,Triangle Cheese,8,pieces,,https://seoudisupermarket.com/en/abu-elwalad-triangle-cheese-8-pieces,In Stock,9/14/2026 18:46
325,Seoudi Supermarket,Kiri Cream Cheese,Kiri,69.95,90,EGP,Cheese,Cheese & Labneh,Cream Cheese,6,pieces,22,https://seoudisupermarket.com/en/kiri-cream-cheese-6-pieces,In Stock,9/14/2026 18:46
326,Seoudi Supermarket,Virgilio Grana Padano,Virgilio,325,,EGP,Cheese,Cheese & Labneh,Parmesan,200,g,,https://seoudisupermarket.com/en/virgilio-grana-padano-200-g,In Stock,9/14/2026 18:46
327,Seoudi Supermarket,La Vache Qui Rit Vegeterian Truangle Cheese,La Vache Qui Rit,151,,EGP,Cheese,Cheese & Labneh,Triangle Cheese,32,pieces,,https://seoudisupermarket.com/en/la-vache-qui-rit-vegeterian-truangle-cheese-32-pieces,In Stock,9/14/2026 18:46
328,Seoudi Supermarket,Pinar Labneh,Pinar,89.95,120,EGP,Labneh,Cheese & Labneh,Labneh,180,g,25,https://seoudisupermarket.com/en/pinar-labneh-180-gm,In Stock,9/14/2026 18:46
329,Seoudi Supermarket,La Vache Qui rit Vegetarian Triangle Cheese,La Vache Qui Rit,103.95,120,EGP,Cheese,Cheese & Labneh,Triangle Cheese,24,pieces,13,https://seoudisupermarket.com/en/la-vache-qui-rit-vegetarian-triangle-cheese-24-pieces,In Stock,9/14/2026 18:46
330,Seoudi Supermarket,Panda grated Mozzarella,Panda,75.95,79.95,EGP,Cheese,Cheese & Labneh,Mozzarella,280,g,5,https://seoudisupermarket.com/en/panda-grated-mozzarella-280-g,In Stock,9/14/2026 18:46
331,Seoudi Supermarket,Abu El-Walad Triangle Cheese,Abu El-Walad,94.95,,EGP,Cheese,Cheese & Labneh,Triangle Cheese,24,pieces,,https://seoudisupermarket.com/en/abu-elwalad-triangle-cheese-24-pieces,In Stock,9/14/2026 18:46
332,Seoudi Supermarket,Bahcevan Kashkaval Cheese,Bahcivan,325,,EGP,Cheese,Cheese & Labneh,Kashkaval,350,g,,https://seoudisupermarket.com/en/bahcevan-kashkaval-cheese-350-g,In Stock,9/14/2026 18:46
333,Seoudi Supermarket,Payson Breton Brie Cheese,Paysan Breton,258.75,,EGP,Cheese,Cheese & Labneh,Brie,0.25,kg,,https://seoudisupermarket.com/en/payson-breton-brie-cheese,In Stock,9/14/2026 18:46
334,Seoudi Supermarket,Abu El-Walad Triangle Cheese,Abu El-Walad,66.5,,EGP,Cheese,Cheese & Labneh,Triangle Cheese,16,pieces,,https://seoudisupermarket.com/en/abu-elwalad-triangle-cheese-16-pieces,In Stock,9/14/2026 18:46
335,Seoudi Supermarket,Parmigiano Reggiano Cheese,,210.63,,EGP,Cheese,Cheese & Labneh,Parmesan,0.125,kg,,https://seoudisupermarket.com/en/parmigiano-reggiano-cheese,In Stock,9/14/2026 18:46
336,Seoudi Supermarket,Goat Labneh,,62.49,,EGP,Labneh,Cheese & Labneh,Goat Cheese,0.125,kg,,https://seoudisupermarket.com/en/goat-labneh,In Stock,9/14/2026 18:46
337,Seoudi Supermarket,Food House Goat Cheese,Food House,102,,EGP,Cheese,Cheese & Labneh,Goat Cheese,150,g,,https://seoudisupermarket.com/en/food-house-goat-cheese-150-g,In Stock,9/14/2026 18:46
338,Seoudi Supermarket,Panda Triangle Cheese,Panda,27.95,,EGP,Cheese,Cheese & Labneh,Triangle Cheese,8,pieces,,https://seoudisupermarket.com/en/panda-triangle-cheese-8-piece,In Stock,9/14/2026 18:46
339,Seoudi Supermarket,Halloumi Cheese,,139.98,,EGP,Cheese,Cheese & Labneh,Halloumi,0.4,kg,,https://seoudisupermarket.com/en/halloumi-cheese,In Stock,9/14/2026 18:46
340,Seoudi Supermarket,Kiri Creamy Labneh,Kiri,233.95,,EGP,Labneh,Cheese & Labneh,Labneh,500,g,,https://seoudisupermarket.com/en/kiri-creamy-labneh-500-gm,In Stock,9/14/2026 18:46
341,Seoudi Supermarket,Hajdu Goat Kashkaval Cheese,Hajdu,130.63,,EGP,Cheese,Cheese & Labneh,Kashkaval,0.125,kg,,https://seoudisupermarket.com/en/hajdu-goat-kashkaval-cheese,In Stock,9/14/2026 18:46
342,Seoudi Supermarket,Royal Gouda Goat Cheese with Truffle,Royal,217.5,,EGP,Cheese,Cheese & Labneh,Gouda,0.15,kg,,https://seoudisupermarket.com/en/royal-gouda-goat-cheese-with-truffle,In Stock,9/14/2026 18:46
343,Seoudi Supermarket,Domty Plus Feta Cheese Roumy Flavor,Domty,26.5,31.25,EGP,Cheese,Cheese & Labneh,Feta,250,g,15,https://seoudisupermarket.com/en/domty-plus-feta-cheese-roumy-flavor-250-g,In Stock,9/14/2026 18:46
344,Seoudi Supermarket,Domty Plus Feta Cheese Cheddar Flavor,Domty,26.5,31.25,EGP,Cheese,Cheese & Labneh,Feta,250,g,15,https://seoudisupermarket.com/en/domty-plus-feta-cheese-cheddar-flavor-250-g,In Stock,9/14/2026 18:46
