scrape_id,store,product_name,current_price,brand,product_type,category,subcategory,weight_value,weight_unit,original_price,currency,product_url,availability,search_term_ar,scraped_at,discount
68,Seoudi Supermarket,Crystal Corn Oil - 1 Liter,134.25 EGP,,,Oil,,1.0,L,,EGP,https://seoudisupermarket.com/en/crystal-corn-oil-1-liter,In Stock,,2026-09-14 18:21:31.555367,
69,Seoudi Supermarket,Sunny Mixed Oil for Cooking & Frying - 4.4 Liter,399.95 EGP,,,Oil,,4.4,L,,EGP,https://seoudisupermarket.com/en/sunny-sunflower-oil-4-4-liter,In Stock,,2026-09-14 18:21:31.556366,
70,Seoudi Supermarket,Afia Sunflower Oil - 2.2 Liter,237.25 EGP,,,Oil,,2.2,L,,EGP,https://seoudisupermarket.com/en/afia-sunflower-oil-2-2-liter,In Stock,,2026-09-14 18:21:31.556366,
71,Seoudi Supermarket,Helwa Cooking Oil - 2.25 Liter,178.45 EGP,,,Oil,,2.25,L,181.25 EGP,EGP,https://seoudisupermarket.com/en/helwa-cooking-oil-2-25-liter,In Stock,,2026-09-14 18:21:31.557366,- 2%
72,Seoudi Supermarket,Qaleya Cooking Oil - 4.5 Liter,366.75 EGP,,,Oil,,4.5,L,,EGP,https://seoudisupermarket.com/en/qaleya-cooking-oil-4-5-liter,In Stock,,2026-09-14 18:21:31.558366,
73,Seoudi Supermarket,Wadi Food Vergin Olive Oil - 250 ml,224.95 EGP,,,Oil,,250.0,ml,253.95 EGP,EGP,https://seoudisupermarket.com/en/wadi-food-vergin-olive-oil-250-ml,In Stock,,2026-09-14 18:21:31.559366,- 11%
74,Seoudi Supermarket,El Momtaz Mixed Oil for Cooking & Frying - 1 Liter,83.95 EGP,,,Oil,,1.0,L,,EGP,https://seoudisupermarket.com/en/el-momtaz-cooking-oil-1-liter,In Stock,,2026-09-14 18:21:31.559366,
75,Seoudi Supermarket,Hedya Oil - 2.1 Liter,175.75 EGP,,,Oil,,2.1,L,,EGP,https://seoudisupermarket.com/en/hedya-oil-2-1-liter,In Stock,,2026-09-14 18:21:31.560366,
76,Seoudi Supermarket,Afia Corn Oil - 700 ml,95.25 EGP,,,Oil,,700.0,ml,,EGP,https://seoudisupermarket.com/en/afia-corn-oil-700-ml,In Stock,,2026-09-14 18:21:31.561367,
77,Seoudi Supermarket,Spritz Sunflower Oil Spray - 200 ml,179.95 EGP,,,Oil,,200.0,ml,,EGP,https://seoudisupermarket.com/en/spritz-sunflower-oil-spray-200-ml,In Stock,,2026-09-14 18:21:31.562366,
78,Seoudi Supermarket,Karma Foods Black Seed Oil - 250 ml,264.95 EGP,,,Oil,,250.0,ml,,EGP,https://seoudisupermarket.com/en/karma-foods-black-seed-oil-250-ml,In Stock,,2026-09-14 18:21:31.562366,
79,Seoudi Supermarket,Helwa Cooking Oil - 700  ml,55 EGP,,,Oil,,700.0,ml,64.25 EGP,EGP,https://seoudisupermarket.com/en/helwa-cooking-oil-700-ml,In Stock,,2026-09-14 18:21:31.563366,- 14%
80,Seoudi Supermarket,Qalyea Cooking Oil - 2.1 Liter,175.75 EGP,,,Oil,,2.1,L,,EGP,https://seoudisupermarket.com/en/qalyea-cooking-oil-2-1-liter,In Stock,,2026-09-14 18:21:31.564366,
81,Seoudi Supermarket,Al Asil Oil for Cooking & Frying - 1.5 Liter,146.75 EGP,,,Oil,,1.5,L,,EGP,https://seoudisupermarket.com/en/al-asil-sunflower-oil-1-5-liter,In Stock,,2026-09-14 18:21:31.565366,
82,Seoudi Supermarket,Karma Foods Sesame Oil - 250 ml,164.95 EGP,,,Oil,,250.0,ml,,EGP,https://seoudisupermarket.com/en/karma-foods-sesame-oil-250-ml,In Stock,,2026-09-14 18:21:31.565366,
83,Seoudi Supermarket,Helwa Sunflower Oil - 4.5 Liter,456.5 EGP,,,Oil,,4.5,L,,EGP,https://seoudisupermarket.com/en/helwa-sunflower-oil-4-5-liter,In Stock,,2026-09-14 18:21:31.566366,
84,Seoudi Supermarket,Karma Foods Pure Virgin Olive Oil - 500 ml,274.95 EGP,,,Oil,,500.0,ml,,EGP,https://seoudisupermarket.com/en/karma-foods-pure-virgin-olive-oil-500-ml,In Stock,,2026-09-14 18:21:31.567367,
85,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil - 2 Liter,"1,631.95 EGP",,,Oil,,2.0,L,,EGP,https://seoudisupermarket.com/en/wadi-food-extra-virgin-olive-oil-2-liter,In Stock,,2026-09-14 18:21:31.568367,
86,Seoudi Supermarket,Katfa Sunflower Oil - 700 ml + Corn Oil - 700 ml,134.95 EGP,,,Oil,,700.0,ml,180 EGP,EGP,https://seoudisupermarket.com/en/katfa-sunflower-oil-700-ml-corn-oil-700-ml,Out of Stock,,2026-09-14 18:21:31.568367,- 25%
87,Seoudi Supermarket,Imtenan Natural Coconut Oil - 250 ml,294.95 EGP,,,Oil,,250.0,ml,,EGP,https://seoudisupermarket.com/en/imtenan-natural-coconut-oil-250-ml,Out of Stock,,2026-09-14 18:21:31.569367,
88,Seoudi Supermarket,Imtenan Sesame Oil - 250 ml,249.95 EGP,,,Oil,,250.0,ml,,EGP,https://seoudisupermarket.com/en/imtenan-sesame-oil-250-ml,Out of Stock,,2026-09-14 18:21:31.569367,
89,Seoudi Supermarket,Le Blanc Sunflower Oil - 3 Liter,309.95 EGP,,,Oil,,3.0,L,339.95 EGP,EGP,https://seoudisupermarket.com/en/le-blanc-sunflower-oil-3-liter,Out of Stock,,2026-09-14 18:21:31.570367,- 9%
90,Seoudi Supermarket,lliada Gold Extra Virgin Olive Oil - 1 L,"1,124.95 EGP",,,Oil,,1.0,L,,EGP,https://seoudisupermarket.com/en/%D8%A7%D9%84%D9%8A%D8%A7%D8%AF%D8%A7-%D8%AC%D9%88%D9%84%D8%AF-%D8%A7%D9%83%D8%B3%D8%AA%D8%B1%D8%A7-%D9%81%D9%8A%D8%B1%D8%AC%D9%86-1%D9%84%D8%AA%D8%B1-5201043112476,Out of Stock,,2026-09-14 18:21:31.571371,
91,Seoudi Supermarket,Seoudi Extra Virgin Olive Oil - 500 ml,499 EGP,,,Oil,,500.0,ml,,EGP,https://seoudisupermarket.com/en/seoudi-extra-virgin-olive-oil-500-ml,Out of Stock,,2026-09-14 18:21:31.571371,
